Name,Gender,Age,Div,Ctry,Time
Leary Patrick,M,32,338,USA,178.12
Mason Andrew M,M,40,58,USA,179.43
Yerby Jonathan O,M,43,193,USA,194.58
Ryan Steven,M,32,2319,USA,227.28
Sevcik David M.,M,22,1465,USA,208.58
Nesheim Andy,M,30,610,USA,187.42
Enright Thomas M.,M,24,907,CAN,195.68
Beauley David H.,M,46,77,USA,192.07
Blanco Tomas,M,38,333,USA,178.17
Johnston David F.,M,42,306,USA,201.17
Abbott Matthew,M,44,1916,USA,341.97
Ayele Zerihun,M,32,351,USA,178.48
McDonald Ryan,M,38,833,CAN,193.67
Schmidt Christopher W.,M,37,372,USA,179.17
Watanabe Katsuhiko,M,39,736,JPN,190.83
Forbes Graham A.,M,32,1849,USA,215.87
OConnorJames,M,38,110,USA,165.83
Scholz Joel P.,M,33,1784,USA,214.48
Schlich Daniel P.,M,19,1820,USA,215.27
Larsen Heine Z.,M,42,36,DEN,175.17
Dobson Paul M.,M,44,87,GBR,184.52
Rinaldi Rossano Sr.,M,35,266,ITA,175.52
Williams Jason,M,33,4090,USA,342.37
Heath Jack,M,25,2848,USA,243.38
Sweney Brian,M,54,398,USA,227.52
Condon Gary,M,40,84,IRL,184.20
Martins Paulo J.,M,36,3408,POR,272.70
Ratray Rue D.,M,36,195,USA,172.12
Sladek Kevin,M,27,2118,USA,221.92
Welch Jefferson D.,M,24,1459,USA,207.13
Lecours Steven J.,M,42,1444,USA,261.82
Trombatore Ken,M,39,1647,USA,213.30
Moyo Arturo H.,M,32,444,MEX,181.67
James Ian F.,M,51,13,GBR,179.37
Waite Benjamin C.,M,32,520,USA,184.42
Wilson Christopher M.,M,42,128,USA,189.62
Ziegler Peter,M,43,41,USA,175.97
Scheidies Aaron W.,M,30,284,USA,175.98
Burnett Daniel W II,M,29,539,USA,185.28
Siegfried Matthew,M,25,611,USA,187.40
Simpson Chris,M,27,709,USA,190.17
Bene George,M,42,159,USA,192.23
Hanson Erik,M,22,57,USA,158.47
Adler Daniel,M,29,3050,USA,253.37
Lambert Craig A.,M,42,1671,AUS,283.65
Haug Scott,M,33,465,USA,183.40
Wolfe Colin R.,M,31,317,USA,177.38
Galvez Daniel Sr.,M,39,2804,USA,241.10
Harris Stephen,M,20,165,USA,170.07
Shah Kamran,M,36,2081,USA,223.00
Aubert Nicholas S.,M,24,522,USA,184.77
Kaiser Tim,M,28,305,USA,177.13
Davenport Ryan,M,37,939,USA,196.28
Dunklee Jason,M,37,633,USA,188.10
Ploeg John,M,27,882,USA,195.17
Philip Andrew I.,M,33,734,USA,190.92
McDowell Bruce,M,44,836,USA,223.75
Opel Jonathon,M,36,330,USA,178.10
Waltrip Charles T.,M,22,870,USA,195.95
McCluskey Terry P.,M,63,10,USA,205.62
Schmidt Eric A.,M,21,658,USA,188.55
Troland Dan,M,34,528,USA,185.20
Midland Drew J.,M,25,1957,USA,218.45
Votteler Jeffrey,M,40,597,USA,214.25
Smith Todd J.,M,37,162,USA,170.28
Dunlap Scott H.,M,42,110,USA,187.85
Sparks Dan W,M,46,89,USA,194.22
Nieto Pro Oscar,M,38,1663,ESP,211.02
Connolly Danny D.,M,33,867,USA,194.60
Thompson Dean,M,46,17,USA,174.88
OBrienBrendan,M,29,241,USA,174.53
Steinweg Paul B.,M,31,517,USA,184.53
Cavallaro Jeffrey J.,M,36,3400,USA,272.53
Shillings Joseph R.,M,32,1251,CAN,202.88
Graham Drew A.,M,34,1038,CAN,198.90
Nice Andy,M,34,858,GBR,194.45
Young Shawn,M,38,425,USA,183.08
Matsumoto Jeff,M,40,37,USA,175.48
Wallace Matthew P.,M,20,2461,USA,231.55
Ryan Alan J,M,41,93,USA,185.57
Smith Thomas J.,M,27,2898,USA,245.53
Moore Alexander S.,M,23,644,USA,188.27
Temerian Richard P,M,53,17,USA,180.53
Steinburg William R.,M,44,170,CAN,192.90
Tuttle Richard J.,M,39,513,USA,184.52
Stoll Alan W,M,32,543,USA,185.53
Putman William B V,M,24,197,USA,172.13
Peterson Steven D,M,46,231,USA,205.72
Soreng Erik,M,35,584,USA,186.67
Murner Ted W.,M,21,430,USA,181.43
Clark Ian,M,23,1618,USA,210.48
Giordanelli Christopher,M,47,121,USA,197.33
Gallegos Rivas Ivan C.,M,42,67,USA,181.25
Engelbert Mark,M,29,2187,USA,224.18
Schumacher Martin A Jr.,M,40,504,USA,209.83
Torres Mark,M,36,703,USA,189.97
Ruben Alan,M,55,8,USA,192.33
OHigginsBrian,M,56,9,CAN,193.75
Stefanovic Rick S,M,49,42,USA,185.85
Hearn Patrick H.,M,21,379,USA,180.32
Deppen Drew,M,28,839,USA,194.05
Wytko Adam,M,31,1603,USA,212.02
Bemeur Jean-Francois,M,34,287,CAN,176.47
Lundeen Christopher C.,M,27,1949,USA,218.20
Hess Michael,M,31,818,USA,193.45
Moss Daniel,M,31,674,USA,189.05
Dipippo Jon L.,M,42,83,USA,183.80
Yuan Michael,M,23,741,USA,192.25
Hoppe Matthew,M,25,3624,USA,288.17
Kehl Kenneth L.,M,28,393,USA,180.35
Smart Larry,M,42,154,USA,191.80
Solarz Christopher,M,33,2700,USA,238.65
Gutierrez Octavio,M,33,1423,USA,206.40
Cutler Kyle L.,M,29,1892,USA,217.02
Vandergiessen Clint,M,33,1424,USA,206.20
Kim Kyoung Shil,M,43,1835,KOR,314.18
Cohen Jeffrey D.,M,36,984,USA,198.13
Hanson Nicholas J.,M,29,1293,USA,203.77
McMonagle Michael R.,M,21,509,USA,184.38
Biasi Steve,M,40,656,USA,217.30
Whitlock Jordan A.,M,24,2588,USA,234.63
Williams David J.,M,23,107,USA,165.18
Bunn Francis S.,M,47,56,USA,188.03
Kerr Matthew A.,M,35,689,USA,189.53
Horsager Joshua D.,M,33,906,USA,195.63
Samuelson Joan B.,F,54,4,USA,208.22
Kelly Mary,F,24,39,USA,186.73
Hansen Anna,F,30,1757,USA,241.33
Benke Blake D.,M,35,491,USA,183.75
Nodolf Jesse,M,35,2944,USA,248.08
Ploskonka David,M,30,829,USA,194.55
Brochard Blaise,M,46,29,USA,182.60
Santos Nicolas,M,33,238,COL,174.58
Pope Andrew M.,M,25,751,USA,191.95
Distelhorst Gregory,M,31,823,USA,193.85
Schrock Joel M.,M,26,886,USA,195.50
Stogryn Paul,M,46,26,USA,180.38
Reiling Jan H,M,35,231,USA,174.27
Capehart Joseph G,M,32,369,USA,180.30
Fogelman Charles,M,32,569,USA,186.93
Marcus Jake E.,M,22,3291,USA,266.00
King Jeffrey S.,M,44,42,USA,176.78
Ramsey Chris,M,31,1255,USA,203.07
Francois Yvio,M,36,2184,FRA,223.98
Henry John-Paul,M,29,672,USA,189.27
McClelland Richard,M,41,48,CAN,178.70
Hamilton Mark D.,M,24,176,USA,171.02
Zeidner Stephen O.,M,29,358,USA,179.30
Senk Luka A.,M,30,375,CAN,179.77
Reed Jason,M,33,1741,USA,213.60
Menasion Jonathon,M,30,1706,USA,213.08
Schafer Robert J,M,53,644,USA,238.85
Singer Reid T.,M,26,580,USA,187.13
Rzeppa Eric,M,45,360,USA,213.57
Ford Jeffrey M.,M,23,1577,USA,209.95
Oldroyd Ryan S.,M,32,1230,USA,202.85
Dugan Kevin,M,27,1997,USA,219.50
Reitinger Erik,M,29,2043,USA,221.23
Seethoff John,M,35,361,USA,179.92
Smith Bryson,M,23,830,USA,194.08
Bui Jason,M,31,350,USA,178.97
Yandl Terry R.,M,46,152,USA,200.78
Bumgarner Brian D,M,41,468,USA,208.35
Bihl Scott A.,M,38,1183,USA,201.95
Mitchell Ricky M.,M,41,122,USA,189.67
Grese Michael J.,M,22,2268,USA,226.40
Tognarelli Michael A,M,40,101,USA,186.62
Holmberg Chase,M,27,744,USA,191.85
Boulay Pierre,M,44,91,CAN,185.05
Lutz Chad W,M,26,453,USA,182.62
Wu Liang,M,24,2196,USA,224.13
White Frank,M,38,599,USA,187.47
Tierno Marc,M,26,2435,USA,231.37
Wilhelm Marcus,M,42,384,USA,205.08
Rowe Troy,M,33,749,CAN,192.20
Damiano Jeffrey,M,33,1809,USA,215.80
Glanville Jonathan S,M,41,333,USA,203.18
Scrafford Daniel,M,30,524,USA,185.35
Lee Chung Leung,M,44,1340,HKG,248.02
Lavery James W. Jr.,M,37,2372,USA,229.27
Bonora Mauro,M,49,51,ITA,187.87
Murphy Rob,M,47,84,USA,193.50
Proulx Alexandre,M,40,97,CAN,187.57
Withycombe Todde,M,37,650,USA,188.72
Miele Stephen R. Jr.,M,37,2625,USA,236.58
Keefer Michael J.,M,24,2838,USA,245.23
Patrick Matthew,M,40,506,USA,211.02
Bray Chris,M,43,538,USA,211.70
Curran Jeremy,M,39,1079,UAE,199.27
Niidome Satoru,M,44,1711,JPN,297.48
Collie Sidney,M,32,427,BAH,181.65
Harris Mike J.,M,31,2263,GBR,226.50
Compson Christopher L,M,30,526,USA,185.85
Calhoun David,M,23,765,USA,192.30
Cruz Javier,M,49,312,USA,210.73
Stark Duncan M.,M,42,20,USA,170.47
Diaz Diego,M,39,1516,USA,208.57
Webster Raymon S IV,M,37,476,USA,183.30
Smith Jason,M,40,1019,CAN,231.80
Coffin Alex P.,M,43,56,CAN,179.95
Blois Michael,M,41,109,CAN,188.15
Loheide Paul J,M,39,346,USA,180.47
Fyfe Jeff,M,31,941,CAN,196.92
Ridgway Iain D.,M,32,105,USA,165.05
Tun Rit,M,40,378,USA,205.15
Martin Miles T. Jr.,M,33,1229,USA,203.02
Decent Greg,M,32,349,USA,178.82
Mu Bin,M,43,57,USA,180.02
Owallah Omondi,M,41,648,USA,217.53
Zuyev Dmytry,M,36,803,CAN,193.48
Biko David M.,M,35,1390,USA,206.15
Caverzasio Michele,M,43,211,SUI,195.78
Gust Rich,M,52,625,USA,240.70
Bothe Steven P. Jr.,M,35,2001,USA,219.77
Bath Alec R,M,42,481,USA,209.05
Hewlett John,M,36,396,USA,181.05
Manzanares Raul S,M,36,1127,USA,200.75
Bunn Alexander R.,M,40,1243,USA,248.75
Olind Johannes K.,M,21,467,USA,183.22
Kircher Ryan S.,M,32,2817,USA,242.05
Topa Timothy J,M,30,3912,USA,313.67
Stumbras Patrick,M,55,5,USA,183.88
Sweeny Kevin F.,M,42,271,USA,199.80
Tunney Timothy F.,M,37,646,USA,189.03
Dettmering Brett A,M,30,553,USA,185.97
MacKinnon Daniel J.,M,47,202,CAN,204.82
Messmer Andreas,M,39,1863,GER,216.82
Horton Kevin,M,24,282,USA,176.60
McDermott Jack T.,M,43,247,USA,200.25
Pfeiffer Kenneth E.,M,31,711,USA,190.47
Haydell Michael W. Jr.,M,22,319,USA,178.05
Dean James A.,M,27,1199,GBR,202.10
Schoenberg Jon S.,M,48,181,USA,203.05
Kirby Sean W.,M,32,1298,CAN,203.93
Demars Billy J.,M,30,731,USA,191.42
Brown Peter,M,24,2114,USA,222.57
Linney George E III,M,36,592,USA,187.12
Hatfield Brian,M,33,1964,USA,218.90
Bolen David A.,M,31,1776,USA,214.53
Moser Felix,M,27,168,USA,171.12
Watley Logan,M,24,2914,USA,246.68
Stokes Tony,M,48,1129,CAN,245.15
Sykes Nicholas J,M,21,986,USA,197.65
Bachak Jeffrey T,M,24,2251,USA,225.93
Hillyard Matthew,M,25,618,USA,187.95
McDevitt Ryan C.,M,32,1981,USA,219.68
Loewus-Deitch Jonathan,M,25,1090,USA,201.18
Connelly Patrick,M,48,140,USA,200.02
Beasley Stephen G,M,56,3,CAN,178.55
Jones Adam T.,M,28,1936,USA,218.72
Lampard Raymond,M,33,1037,AUS,199.22
Kennedy Scott,M,36,159,USA,170.13
Hensley Matthew,M,24,461,USA,182.78
Simoneau Ivan L.,M,54,77,CAN,202.40
Christie Gordon,M,42,72,USA,182.43
Ludington Tyler W.,M,25,848,USA,195.03
Hovermale Rob B,M,48,568,USA,222.62
Bittel Tim,M,27,2097,USA,225.57
Loudon-Brown Mark A.,M,30,761,USA,192.25
Bolyard Derek M,M,29,556,USA,186.10
Lehmann Alexander,M,38,352,USA,179.27
Burgess Andrew,M,34,2019,CAN,220.03
Landry Paul S,M,41,46,USA,178.62
Berrones Steve,M,44,29,USA,173.67
Einterz Zach,M,26,634,USA,188.43
Waller Matthew E.,M,23,310,USA,177.43
Skidmore Bradley E.,M,29,1872,USA,217.07
Gladfelter Joel A,M,32,3419,USA,274.22
Engtrakul Chaiwat,M,35,473,USA,183.47
English Benjamin L.,M,27,662,USA,188.90
Davie Matthew,M,30,530,USA,184.97
Morales Dante,M,21,1762,USA,214.58
Fanning Eugene C.,M,24,1728,USA,213.13
Doyon Gregory,M,25,957,USA,197.73
Fowler Kimberlie E.,F,31,22,USA,181.67
Lass Barry,M,48,25,USA,179.17
Leuschen Timothy J.,M,30,1073,USA,200.18
Rogers Clayton,M,41,54,USA,179.53
Krause Roy W,M,40,147,USA,191.68
Kochowiec Alexy,M,40,637,USA,216.98
Zhou Fan,M,23,341,USA,178.72
Berenson Mark A.,M,29,782,USA,192.75
Krusell Brian,M,22,324,USA,178.53
Parsons Don,M,31,769,USA,192.57
Sambasivam Mahesh,M,45,12,USA,172.77
Estevez Cesar E.,M,54,19,USA,183.60
Lusignan David J.,M,36,779,USA,193.00
Schultheis Matthew J.,M,28,336,USA,178.37
Baker Rollo Clyde,M,26,420,USA,181.52
Richards Cliff,M,51,15,USA,180.45
Jenkins Joel C.,M,37,702,USA,190.33
Hilty Jonathan B.,M,29,498,USA,184.52
Yim Andrew J.,M,40,418,USA,206.92
Mackenzie Allan G,M,29,619,CAN,187.95
Bender Matthew T.,M,27,371,USA,180.15
Bittleston Misha,M,30,2262,USA,226.07
Audia Paolo Sr.,M,33,809,ITA,193.32
Mertz Christopher M.,M,40,100,USA,186.45
Skidmore Keegan,M,29,1376,USA,205.58
Simons John D. IV,M,30,1338,USA,205.02
Kawamoto Kenichi,M,45,18,USA,175.75
Dill James,M,41,34,CAN,175.32
Back Harry J Jr.,M,42,577,USA,214.13
Pyon Tommy,M,34,224,USA,173.60
Mackey Matthew T,M,40,217,USA,197.05
Bellerby Chris,M,38,810,CAN,193.72
Garges Christopher J,M,37,527,USA,189.30
Saltenberger Morgan J,M,27,565,USA,185.87
Marshall Jared H.,M,27,2173,USA,223.55
Donato Simon,M,35,433,CAN,181.78
Holtmeyer Gerald,M,52,105,USA,205.18
Erickson Troy R.,M,38,1129,USA,201.07
Roberts Andrew D,M,31,859,CAN,195.18
Deveaux Corey,M,28,601,CAN,187.35
Troncoso Alejandro,M,24,90,USA,164.03
Krebs Justin,M,37,130,USA,167.68
Sadler Bill,M,30,827,USA,194.50
Lynch Matthew D.,M,27,673,USA,189.58
Cavnar Michael J,M,30,613,USA,188.10
McVeigh Sean,M,30,1100,USA,200.83
Richard Christopher J,M,28,801,USA,193.52
Tolman Thomas,M,35,3149,USA,258.97
Bell Mark,M,46,246,USA,207.03
Ferriman Michael,M,22,1531,USA,208.93
Grisham C Keith,M,41,213,USA,195.90
Looney Mark,M,50,14,USA,180.25
Rowlatt Rob,M,42,196,CAN,195.62
Golding Wyatt,M,27,733,USA,191.58
Maritzen Mark L,M,38,1595,USA,211.02
Rolfes Greg,M,24,119,USA,167.27
Madison Michael E,M,27,1649,USA,211.25
Muse Charlie,M,55,4,USA,182.83
Brown David J,M,42,729,USA,220.25
Czarnecki Walt,M,44,77,USA,183.25
Lanza Ian,M,35,777,USA,193.35
Stone Aaron,M,29,2163,USA,223.20
Feldman Cole,M,26,1785,USA,215.27
Reilly Jason T,M,29,640,USA,188.88
Tilmant Alexandre,M,41,61,USA,180.27
Mroz Will D.,M,27,2580,USA,235.08
Curley Lavar,M,31,260,USA,176.00
Brosnan Sean,M,32,948,IRL,197.33
MacDonald Randy M.,M,39,715,USA,190.75
Garcia James G,M,53,28,USA,188.12
Stadolnik Michael,M,38,1324,USA,205.10
Rivers Matthew R.,M,21,557,USA,186.65
Swartz Ryan,M,32,1721,USA,213.15
Bedell Kevin,M,46,438,USA,217.28
Witko Ryan T.,M,28,511,USA,184.65
Middleton Ryan,M,24,2006,USA,219.77
Kirmse Benjamin L.,M,28,1456,USA,207.53
Gallagher Paul D.,M,33,3568,IRL,291.17
Belfiore Bradley,M,23,1192,USA,202.02
Oliver David E.,M,55,7,USA,188.47
Knox Will,M,27,510,USA,184.73
Kienzle Nicholas,M,19,1562,USA,209.47
Moosbrugger Michael,M,30,985,AUT,198.08
Rudowsky Thomas R.,M,19,366,USA,179.68
Dhunjishah Michael G,M,39,2090,USA,221.97
Alexander Jeff,M,42,208,USA,196.00
Mercuri John,M,26,1360,USA,205.15
Fitzwater Robbie A III,M,23,603,USA,187.87
Waldorff Kristian,M,33,503,USA,184.45
Hattar Thomas F.,M,50,38,USA,192.22
Murray Patrick J,M,40,938,USA,228.80
York Matt,M,36,382,USA,180.30
Kmetz Matthew,M,36,857,USA,195.03
Stieber Tim D.,M,49,403,USA,217.15
White Todd R.,M,47,134,USA,199.20
Remley Andy,M,30,1523,USA,208.70
Kohn Sam J,M,20,1349,USA,204.93
Juenger Todd,M,44,626,USA,216.23
Lapierre Andre J.,M,35,222,CAN,173.95
Giardino Thomas J Jr.,M,37,586,USA,187.43
Kelly Derk,M,29,2231,USA,225.63
Yoshioka Yasuhiro,M,40,330,JPN,202.53
Dowling Shawn K,M,34,219,CAN,173.48
Lieberg Heather M.,F,32,21,USA,181.87
Young Paul C,M,46,350,USA,213.37
Anderson John,M,50,18,USA,183.70
Schwarz Justin T,M,26,296,USA,177.07
Methot Etienne,M,50,666,CAN,238.65
Ledesma Eduardo,M,39,1276,USA,204.23
Fisher Christopher,M,33,760,USA,192.18
Fehrenbach Bob,M,44,372,USA,204.80
Bramlett Todd,M,40,114,USA,188.68
Dixon Cory,M,32,1986,USA,219.62
Broca Adrian,M,34,1166,USA,201.50
Van Kerkhove John E,M,50,457,USA,230.02
Lambert Meredith,F,28,15,USA,177.40
Hetzler Lonnie S.,M,38,1035,USA,198.88
Raffetto Louis,M,30,328,USA,178.28
Lesniak Joseph W.,M,27,1743,USA,213.45
Sarver Pat,M,24,2338,USA,228.17
Westerlin Henrik,M,36,177,IND,171.12
Quispe Michael,M,45,97,USA,195.63
Blankenbiller Charles,M,31,272,USA,176.07
Murphy Martin J.,M,48,995,JPN,236.90
Peterson Christy,F,37,29,USA,183.60
Okunishi Mayumi,M,52,380,JPN,225.60
Holder David A.,M,36,696,CAN,190.28
Mcleese Keagan L,M,32,1389,USA,206.43
Cota Jose C. Sr.,M,37,764,MEX,192.12
Frome Gavin V.,M,22,377,USA,179.83
Della Serra Rocco N,M,50,54,USA,197.27
Smart Jeff D.,M,39,617,CAN,188.20
Moss Allen,M,20,2413,USA,231.23
Penner Greg,M,34,123,CAN,167.30
Welch Kyle,M,50,33,USA,190.42
Jones Colin,M,41,732,USA,220.62
Keller Christian,M,43,248,SUI,198.00
Hankinson Scott,M,39,1013,USA,198.57
Szumita Thomas R,M,37,2322,USA,227.90
Marchi Andrew T,M,34,1954,USA,218.42
Oberg Andreas,M,39,1370,SWE,205.95
Kugler Daniel M.,M,37,1526,USA,209.00
Chidley Christopher,M,30,3478,USA,285.93
Noonan Thomas A.,M,38,1713,USA,213.12
Spencer Lee,M,33,1519,USA,208.67
Blackmar Samuel R.,M,22,1368,USA,205.40
Baltrusch Kyle M.,M,25,401,USA,180.88
Malgeri Megan P,F,31,20,USA,180.58
Woodruff Quinn S.,M,25,1164,USA,201.37
Lipscomb Andrew,M,37,813,USA,193.75
Aldridge Katherine M.,F,38,41,USA,187.65
DAmandaKevin,M,50,99,USA,205.08
Chancellor Scott,M,40,316,USA,202.15
Mickel Drew W.,M,39,701,USA,190.55
Goupil Jacques,M,36,669,USA,189.18
Sabourin Andrew,M,34,2818,USA,242.47
Larkin Stanley,M,53,22,CAN,186.72
Riggs Geoff,M,42,120,CAN,189.32
Debrah-Dwamena Kwabena III,M,31,590,USA,187.50
Minervino John R.,M,48,62,USA,189.10
Calame Nicolas,M,38,451,SUI,182.30
Gauthier Eric,M,36,318,CAN,177.65
Marsh Russell J.,M,29,504,USA,184.55
Stanger Dylan E.,M,24,275,CAN,176.18
Syvertsen Kai,M,36,676,USA,189.83
Ditrolio Matthew R.,M,27,519,USA,185.22
Gaybrick Joseph E.,M,30,668,USA,190.15
Hall Alex,M,25,211,USA,173.25
Currie David T,M,33,207,CAN,173.55
Brubaker Joseph,M,31,421,USA,182.12
Tabelev Oleg,M,46,35,CAN,184.63
Pape Stephan,M,37,3008,GER,251.25
Li Lester,M,24,1153,USA,201.35
Sevcik Daniel J.,M,22,3293,USA,266.23
Meurer Matt M,M,30,299,USA,177.27
Gilbert Micky,M,41,215,USA,196.25
Paxton Matt,M,37,354,USA,179.37
Colameco Daniel B.,M,27,1300,USA,204.45
Leunig Carl D.,M,25,155,USA,169.93
Doody Jeremy,M,28,3264,USA,264.55
Steinfeld Edward S.,M,45,210,USA,204.93
Harding Ryan,M,32,1288,USA,204.25
Ursum Scot,M,44,88,USA,184.87
Bell Colin,M,35,629,USA,188.60
Abbene Michael,M,22,312,USA,177.63
Read Adam T,M,29,1213,USA,202.43
Wood Justin Y.,M,27,301,USA,177.57
Brancale Joseph,M,25,627,USA,188.55
Huschka Ryan,M,30,758,USA,191.95
Johansen Tory J,M,21,1800,USA,215.03
Crago Stephen P.,M,43,176,USA,194.15
Powell Richard J.,M,23,724,USA,190.87
Balbach Nicholas R.,M,29,426,USA,181.52
Grover Nick,M,32,1496,USA,208.22
Trampe Travis,M,39,1120,USA,200.78
Pulli Michael C,M,35,1645,USA,211.47
Ivory Eric E.,M,42,199,USA,195.75
Davi Michael J,M,38,1611,USA,210.92
Comstock Michael,M,26,983,USA,197.62
Ozahowski Matthew,M,26,217,USA,173.82
Mitchell Benjamin W.,M,31,422,USA,182.07
Oates Rob C. Jr.,M,33,2965,USA,249.47
Lavin John J Jr.,M,37,2760,USA,239.77
Jeff Jonathan,M,31,1244,USA,202.42
Paraszczuk Joseph,M,22,2455,USA,231.65
Toillion Charles,M,40,65,USA,182.18
Sulkowski Adam J.,M,37,772,USA,192.40
Condon Patrick J,M,28,737,USA,191.28
Ferre Bryan J.,M,34,2008,USA,220.87
Blackwell Eric,M,40,51,USA,179.45
Cabral Manuel,M,37,1480,CAN,208.35
Kalinin Andrey,M,34,3061,RUS,254.00
Girling Adam,M,35,1359,USA,205.37
Pfiffner Steve M.,M,47,1027,USA,237.70
Vigrass Curt C.,M,45,162,USA,201.35
Mccarthy Tom S,M,31,309,CAN,177.27
Krall Matthew,M,34,753,USA,191.95
Cali Tom,M,57,321,USA,245.63
Kilefner Bret M.,M,23,497,USA,184.35
Marshall Richard,M,27,2302,CAN,227.35
Noll Mark,M,28,916,USA,196.63
Cross Justin,M,26,1306,USA,204.07
Facteau Sara J.,F,35,84,USA,196.33
Hughes Paul T,M,46,80,USA,192.78
Unno Ricky,M,44,356,USA,203.68
Dooley Michael S.,M,40,164,USA,192.92
Lamoureux David M,M,31,383,USA,180.30
Adamson Louis,M,32,2851,USA,244.12
Hawthorn James,M,27,1225,USA,203.12
Ponton Ryan P,M,30,708,USA,190.55
Hemenway Andy J.,M,38,768,USA,192.37
Arnold Thaddeus J,M,26,936,USA,198.70
Kelly Chris,M,50,149,USA,209.80
De La Espriella Juan,M,43,499,COL,210.67
Cattarin Gary,M,49,38,USA,185.93
Chang Michael J.,M,45,263,CAN,208.23
Straub Christoph,M,31,625,USA,188.27
Haynes Joseph S,M,57,6,USA,184.90
Miller Kenny,M,35,1413,USA,206.57
Mickus Stanley,M,44,245,USA,197.97
Romanowski Thomas M,M,42,1630,USA,279.22
Hannon David F.,M,41,55,USA,179.50
Pardo Federico,M,37,3563,COL,284.58
Guichard Brandon P,M,26,493,USA,185.28
Breland William J.,M,27,1536,USA,209.00
Maas John,M,50,41,USA,194.77
Maxwell Andrew,M,27,244,USA,175.25
Forsythe Gregory M,M,22,2874,USA,244.90
Schulten Chris,M,40,325,USA,202.13
Pultorak Robert F,M,35,700,USA,190.48
Duch Eric,M,27,450,USA,182.32
Kovalchick Christopher,M,28,624,USA,188.00
Zuccardi-Merli Gianluigi,M,57,607,ITA,269.83
Blair Henry K.,M,34,257,USA,176.18
Barnard Donald T.,M,32,2939,USA,249.27
Denton Peter,M,27,786,USA,192.65
Gilson Brian,M,27,697,USA,194.92
Wright Paul A,M,24,285,USA,176.78
McAuley Damian,M,46,110,GBR,196.72
Braz Edilson,M,39,1664,USA,211.37
Gessner Benjamin J.,M,23,1253,USA,203.20
De Grace Daniel J.,M,43,282,USA,200.33
Etienne Bruno,M,43,697,FRA,219.28
Schultz Derek J,M,33,2350,USA,228.38
Epp Michael,M,32,612,USA,188.28
Turnbull Tyler T.,M,28,2428,USA,230.63
Feinhaus Dima,M,49,250,USA,207.53
Mcnavage John C,M,43,59,USA,179.73
Hahm Geoffrey,M,42,430,USA,207.23
Olle Bernat,M,32,537,USA,185.68
Brooks Ron,M,33,558,USA,186.87
Hamel Neil D.,M,26,1193,USA,202.33
Markotich David,M,45,45,CAN,187.33
Slate Rob K,M,28,872,USA,195.12
Thibault Justin J.,M,31,404,USA,181.07
Kwiatkowski Richard J.,M,46,119,USA,197.85
Campbell Steven W,M,40,60,USA,180.57
Honrath Jerod J,M,38,1814,USA,215.72
Rice Micah,M,35,910,USA,196.20
Machemehl Jp,M,27,953,USA,197.18
Greenwell Steve,M,51,432,USA,229.02
Hewitt Lee,M,39,723,CAN,191.00
Ward Colin F,M,34,876,CAN,195.47
Pake Tyler,M,29,515,USA,185.28
Rennock Michael J.,M,53,42,USA,193.77
Girard Mathieu,M,36,682,CAN,189.42
Webster Jon,M,39,659,USA,188.95
Vergo Rene,M,36,800,GBR,193.03
Morgado Luis Sr.,M,44,119,ESP,189.88
Clark John D,M,18,2719,USA,238.22
Price Jim,M,54,32,USA,189.33
Czaplinski Matt,M,45,65,USA,189.85
Theissen Jennifer G,F,28,626,USA,219.33
Song Joon,M,41,116,USA,189.35
Ares Jeff,M,28,632,USA,188.42
Batchelor John H,M,36,1267,USA,203.98
Golden Brad A,M,30,1019,USA,198.95
Healing Paul M.,M,41,464,USA,208.48
Heidt Brian,M,35,1006,USA,198.27
Hansen Finn,M,47,24,DEN,178.98
Hallows Ken,M,47,781,USA,230.32
Sheehy Michael,M,39,1850,USA,216.63
Wagner Marc,M,36,343,GER,178.98
Kildea Kevin,M,50,27,USA,187.93
Weerakoon Neil S.,M,37,298,USA,177.17
Vogt Brett,M,28,490,USA,184.42
Fleishman Dave,M,46,347,USA,213.20
Crowder Randy J,M,46,361,USA,214.20
Kromrey Loryn,F,28,102,USA,198.52
Shalvarjian Mark,M,49,109,USA,199.93
Schluneker Matthew J.,M,21,322,USA,178.00
Stockdale Michael,M,42,71,CAN,182.95
Christensen Konrad,M,37,778,USA,192.83
Weidman Rob,M,35,2730,USA,239.20
Dawkins Gary T.,M,29,2171,USA,223.83
Smlatic Zvonko,M,47,55,USA,188.40
Whitten Kristopher A.,M,36,679,USA,189.92
Custer Dalena M.,F,30,16,USA,178.68
Li Haijun,M,39,1205,CAN,202.77
McKeon James P. Jr.,M,46,129,USA,198.65
Ehlert Andrew,M,34,2276,USA,227.10
Dickey Dale R.,M,50,184,USA,213.20
Pilon Jean-Sebastien,M,36,262,CAN,176.02
Rodriguez Claudio E.,M,33,1410,USA,207.42
Hunt N. Wesley,M,29,2514,USA,233.08
Smith David R.,M,30,525,CAN,185.80
Berba Ryan A.,M,26,572,USA,186.92
Allen Mac,M,54,713,USA,241.20
Carl Ryan,M,31,2446,CAN,231.40
Suwinski Jeremy,M,32,928,USA,196.63
Boada Soler Joan,M,51,887,ESP,249.42
Silva Ryan,M,28,286,USA,176.92
Cullen Pat,M,26,1322,USA,204.87
Coughlin Benjamin,M,22,342,USA,179.12
